0,52 
1,72 
2,8032 
3,13792 
4,6344 
5,3285 
6,1866 
7,1497 
8,1194 
9,1082 
10,1036 
11,896 
12,914 
13,900 
14,839 
15,864 
16,811 
17,796 
18,752 
19,804 
20,815 
21,757 
22,783 
23,729 
24,746 
25,760 
26,765 
27,989 
28,1140 
29,1159 
30,1249 
31,1216 
32,1260 
33,1255 
34,1279 
35,1265 
36,1309 
37,1398 
38,1340 
39,1481 
40,1586 
41,1790 
42,2675 
43,2512 
44,2151 
45,1990 
46,1896 
47,1773 
48,1745 
49,1642 
50,1717 
51,1544 
52,1545 
53,1443 
54,1365 
55,1397 
56,1310 
57,851 
58,747 
59,684 
60,680 
61,661 
62,654 
63,647 
64,625 
65,631 
66,629 
67,656 
68,571 
69,746 
70,889 
71,859 
72,874 
73,858 
74,888 
75,890 
76,913 
77,871 
78,896 
79,912 
80,985 
81,972 
82,946 
83,975 
84,997 
85,973 
86,1016 
87,981 
88,1028 
89,922 
90,1017 
91,1013 
92,1055 
93,1167 
94,1119 
95,1154 
96,1165 
97,1081 
98,1175 
99,1177 
100,1356 
101,1486 
102,1442 
103,1271 
104,1225 
105,1147 
106,933 
107,819 
108,837 
109,800 
110,837 
111,806 
112,820 
113,721 
114,772 
115,878 
116,1085 
117,1179 
118,1099 
119,1513 
120,1119 
121,360 
122,348 
123,284 
124,316 
125,273 
126,254 
127,260 
128,224 
129,226 
130,242 
131,232 
132,220 
133,223 
134,180 
135,174 
136,186 
137,204 
138,165 
139,174 
140,186 
141,148 
142,154 
143,157 
144,154 
145,143 
146,144 
147,157 
148,129 
149,147 
150,131 
151,134 
152,135 
153,130 
154,117 
155,119 
156,114 
157,100 
158,128 
159,85 
160,125 
161,99 
162,102 
163,116 
164,79 
165,81 
166,92 
167,90 
168,95 
169,88 
170,72 
171,99 
172,86 
173,71 
174,85 
175,87 
176,80 
177,75 
178,67 
179,74 
180,66 
181,73 
182,83 
183,77 
184,54 
185,68 
186,54 
187,44 
188,71 
189,72 
190,70 
191,75 
192,105 
193,112 
194,120 
195,139 
196,153 
197,146 
198,160 
199,162 
200,180 
201,202 
202,200 
203,267 
204,259 
205,311 
206,333 
207,352 
208,340 
209,366 
210,397 
211,392 
212,448 
213,464 
214,438 
215,491 
216,515 
217,514 
218,616 
219,602 
220,584 
221,676 
222,659 
223,737 
224,731 
225,764 
226,749 
227,830 
228,860 
229,893 
230,907 
231,935 
232,963 
233,947 
234,1063 
235,1096 
236,1093 
237,1179 
238,1146 
239,1273 
240,1283 
241,1311 
242,1284 
243,1421 
244,1452 
245,1476 
246,1528 
247,1505 
248,1599 
249,1589 
250,1661 
251,1628 
252,1465 
253,1670 
254,1910 
255,142224 
