0,17 
1,18 
2,50 
3,51 
4,44 
5,32 
6,28 
7,32 
8,19 
9,20 
10,30 
11,23 
12,21 
13,24 
14,20 
15,20 
16,16 
17,27 
18,24 
19,26 
20,26 
21,18 
22,27 
23,27 
24,36 
25,29 
26,30 
27,34 
28,34 
29,23 
30,26 
31,32 
32,34 
33,30 
34,32 
35,46 
36,43 
37,35 
38,41 
39,34 
40,45 
41,42 
42,25 
43,46 
44,45 
45,45 
46,46 
47,37 
48,47 
49,38 
50,41 
51,41 
52,49 
53,35 
54,48 
55,62 
56,41 
57,51 
58,44 
59,54 
60,56 
61,85 
62,67 
63,55 
64,66 
65,64 
66,56 
67,61 
68,45 
69,56 
70,46 
71,47 
72,41 
73,45 
74,28 
75,19 
76,10 
77,13 
78,12 
79,10 
80,10 
81,12 
82,5 
83,17 
84,12 
85,13 
86,14 
87,9 
88,14 
89,15 
90,11 
91,10 
92,9 
93,8 
94,10 
95,11 
96,21 
97,7 
98,9 
99,4 
100,11 
101,6 
102,13 
103,9 
104,10 
105,10 
106,10 
107,8 
108,6 
109,6 
110,11 
111,8 
112,10 
113,10 
114,7 
115,11 
116,12 
117,6 
118,10 
119,25 
120,31 
121,49 
122,92 
123,105 
124,94 
125,96 
126,359 
127,795 
128,1372 
129,1562 
130,1447 
131,1481 
132,1440 
133,1436 
134,1348 
135,1324 
136,1262 
137,1339 
138,1321 
139,1351 
140,1333 
141,1349 
142,1354 
143,1401 
144,1351 
145,1265 
146,1219 
147,1246 
148,1187 
149,1171 
150,1165 
151,1139 
152,1117 
153,1255 
154,1411 
155,1347 
156,1403 
157,1418 
158,1354 
159,1368 
160,1329 
161,1327 
162,1358 
163,1335 
164,1331 
165,1310 
166,1310 
167,1359 
168,1333 
169,1405 
170,1454 
171,1444 
172,1457 
173,1465 
174,1515 
175,1562 
176,1580 
177,1655 
178,1685 
179,1699 
180,1759 
181,1814 
182,1857 
183,1921 
184,2011 
185,2098 
186,2177 
187,2343 
188,2577 
189,2484 
190,2274 
191,2083 
192,2013 
193,1998 
194,1966 
195,1982 
196,1943 
197,2042 
198,1997 
199,2077 
200,2104 
201,2091 
202,2133 
203,2157 
204,2184 
205,2266 
206,2229 
207,2293 
208,2395 
209,2314 
210,2424 
211,2304 
212,2335 
213,2394 
214,2418 
215,2383 
216,2454 
217,2471 
218,2584 
219,2575 
220,2579 
221,2705 
222,2480 
223,2161 
224,2146 
225,2233 
226,2419 
227,2551 
228,2697 
229,2662 
230,2698 
231,2744 
232,2706 
233,2780 
234,2700 
235,2824 
236,2697 
237,2657 
238,2632 
239,2721 
240,2803 
241,2855 
242,2851 
243,2890 
244,2873 
245,3088 
246,3066 
247,3060 
248,3186 
249,3233 
250,3443 
251,2552 
252,1406 
253,1299 
254,1336 
255,103911 
