0,47793 
1,2399 
2,1544 
3,1213 
4,1097 
5,998 
6,961 
7,875 
8,929 
9,921 
10,938 
11,927 
12,946 
13,1017 
14,1062 
15,1270 
16,1331 
17,1487 
18,1388 
19,1327 
20,1307 
21,1349 
22,1343 
23,1271 
24,1241 
25,1192 
26,1247 
27,1177 
28,1152 
29,1122 
30,1132 
31,1122 
32,1075 
33,1025 
34,1067 
35,1012 
36,1019 
37,1040 
38,940 
39,1009 
40,902 
41,711 
42,591 
43,531 
44,529 
45,536 
46,510 
47,513 
48,539 
49,503 
50,566 
51,498 
52,492 
53,542 
54,487 
55,479 
56,480 
57,476 
58,467 
59,442 
60,429 
61,462 
62,413 
63,413 
64,405 
65,408 
66,400 
67,400 
68,404 
69,370 
70,379 
71,400 
72,401 
73,366 
74,342 
75,333 
76,354 
77,357 
78,374 
79,347 
80,361 
81,357 
82,291 
83,250 
84,276 
85,255 
86,251 
87,286 
88,224 
89,272 
90,247 
91,266 
92,271 
93,250 
94,258 
95,265 
96,266 
97,263 
98,269 
99,270 
100,268 
101,262 
102,256 
103,271 
104,263 
105,260 
106,275 
107,293 
108,285 
109,279 
110,274 
111,270 
112,286 
113,296 
114,274 
115,309 
116,294 
117,311 
118,275 
119,296 
120,314 
121,284 
122,300 
123,291 
124,323 
125,312 
126,494 
127,564 
128,558 
129,514 
130,566 
131,560 
132,549 
133,530 
134,545 
135,558 
136,518 
137,556 
138,517 
139,529 
140,544 
141,536 
142,532 
143,540 
144,572 
145,538 
146,568 
147,581 
148,600 
149,580 
150,620 
151,613 
152,618 
153,686 
154,678 
155,674 
156,685 
157,701 
158,773 
159,758 
160,772 
161,809 
162,830 
163,858 
164,936 
165,1054 
166,1051 
167,1083 
168,723 
169,614 
170,587 
171,511 
172,516 
173,520 
174,518 
175,546 
176,552 
177,555 
178,564 
179,582 
180,599 
181,603 
182,639 
183,676 
184,723 
185,758 
186,810 
187,826 
188,892 
189,853 
190,773 
191,904 
192,946 
193,1052 
194,1176 
195,1335 
196,1650 
197,1562 
198,1331 
199,739 
200,756 
201,771 
202,785 
203,845 
204,847 
205,904 
206,936 
207,954 
208,914 
209,972 
210,986 
211,1021 
212,1090 
213,1201 
214,1158 
215,1179 
216,1208 
217,1201 
218,1288 
219,1262 
220,1287 
221,1251 
222,1347 
223,1416 
224,1343 
225,1424 
226,1390 
227,1391 
228,1400 
229,1420 
230,1416 
231,1454 
232,1413 
233,1362 
234,1378 
235,1317 
236,1296 
237,1350 
238,1376 
239,1410 
240,1462 
241,1451 
242,1467 
243,1439 
244,1469 
245,1363 
246,1252 
247,1257 
248,1282 
249,1258 
250,1280 
251,1306 
252,1280 
253,1286 
254,1244 
255,114518 
